Format Version,1.22,Take Name,GoodSquat_007,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-10-24 03.28.56.966 PM,Total Frames in Take,4246,Total Exported Frames,451,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone Marker,Bone Marker,Bone Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Ryan:Hip,Ryan:Hip,Ryan:Hip,Ryan:Hip,Ryan:Hip,Ryan:Hip,Ryan:Hip,Ryan:WaistLFront,Ryan:WaistLFront,Ryan:WaistLFront,Ryan:WaistRFront,Ryan:WaistRFront,Ryan:WaistRFront,Ryan:WaistLBack,Ryan:WaistLBack,Ryan:WaistLBack,Ryan:WaistRBack,Ryan:WaistRBack,Ryan:WaistRBack,Ryan:Ab,Ryan:Ab,Ryan:Ab,Ryan:Ab,Ryan:Ab,Ryan:Ab,Ryan:Ab,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:BackTop,Ryan:BackTop,Ryan:BackTop,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:BackLeft,Ryan:BackLeft,Ryan:BackLeft,Ryan:BackRight,Ryan:BackRight,Ryan:BackRight,Ryan:Neck,Ryan:Neck,Ryan:Neck,Ryan:Neck,Ryan:Neck,Ryan:Neck,Ryan:Neck,Ryan:Head,Ryan:Head,Ryan:Head,Ryan:Head,Ryan:Head,Ryan:Head,Ryan:Head,Ryan:HeadTop,Ryan:HeadTop,Ryan:HeadTop,Ryan:HeadFront,Ryan:HeadFront,Ryan:HeadFront,Ryan:HeadSide,Ryan:HeadSide,Ryan:HeadSide,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulder,Ryan:LShoulderBack,Ryan:LShoulderBack,Ryan:LShoulderBack,Ryan:LShoulderTop,Ryan:LShoulderTop,Ryan:LShoulderTop,Ryan:LUArm,Ryan:LUArm,Ryan:LUArm,Ryan:LUArm,Ryan:LUArm,Ryan:LUArm,Ryan:LUArm,Ryan:LElbowOut,Ryan:LElbowOut,Ryan:LElbowOut,Ryan:LUArmHigh,Ryan:LUArmHigh,Ryan:LUArmHigh,Ryan:LFArm,Ryan:LFArm,Ryan:LFArm,Ryan:LFArm,Ryan:LFArm,Ryan:LFArm,Ryan:LFArm,Ryan:LHand,Ryan:LHand,Ryan:LHand,Ryan:LHand,Ryan:LHand,Ryan:LHand,Ryan:LHand,Ryan:LHandOut,Ryan:LHandOut,Ryan:LHandOut,Ryan:LWristOut,Ryan:LWristOut,Ryan:LWristOut,Ryan:LWristIn,Ryan:LWristIn,Ryan:LWristIn,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulder,Ryan:RShoulderBack,Ryan:RShoulderBack,Ryan:RShoulderBack,Ryan:RShoulderTop,Ryan:RShoulderTop,Ryan:RShoulderTop,Ryan:RUArm,Ryan:RUArm,Ryan:RUArm,Ryan:RUArm,Ryan:RUArm,Ryan:RUArm,Ryan:RUArm,Ryan:RElbowOut,Ryan:RElbowOut,Ryan:RElbowOut,Ryan:RUArmHigh,Ryan:RUArmHigh,Ryan:RUArmHigh,Ryan:RFArm,Ryan:RFArm,Ryan:RFArm,Ryan:RFArm,Ryan:RFArm,Ryan:RFArm,Ryan:RFArm,Ryan:RHand,Ryan:RHand,Ryan:RHand,Ryan:RHand,Ryan:RHand,Ryan:RHand,Ryan:RHand,Ryan:RHandOut,Ryan:RHandOut,Ryan:RHandOut,Ryan:RWristOut,Ryan:RWristOut,Ryan:RWristOut,Ryan:RWristIn,Ryan:RWristIn,Ryan:RWristIn,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LKneeOut,Ryan:LKneeOut,Ryan:LKneeOut,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LAnkleOut,Ryan:LAnkleOut,Ryan:LAnkleOut,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LFoot,Ryan:LFoot,Ryan:LFoot,Ryan:LFoot,Ryan:LFoot,Ryan:LFoot,Ryan:LFoot,Ryan:LToeOut,Ryan:LToeOut,Ryan:LToeOut,Ryan:LToeIn,Ryan:LToeIn,Ryan:LToeIn,Ryan:LHeel,Ryan:LHeel,Ryan:LHeel,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RKneeOut,Ryan:RKneeOut,Ryan:RKneeOut,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RAnkleOut,Ryan:RAnkleOut,Ryan:RAnkleOut,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RFoot,Ryan:RFoot,Ryan:RFoot,Ryan:RFoot,Ryan:RFoot,Ryan:RFoot,Ryan:RFoot,Ryan:RToeOut,Ryan:RToeOut,Ryan:RToeOut,Ryan:RToeIn,Ryan:RToeIn,Ryan:RToeIn,Ryan:RHeel,Ryan:RHeel,Ryan:RHeel,Ryan:LToe,Ryan:LToe,Ryan:LToe,Ryan:LToe,Ryan:LToe,Ryan:LToe,Ryan:LToe,Ryan:LToeTip,Ryan:LToeTip,Ryan:LToeTip,Ryan:RToe,Ryan:RToe,Ryan:RToe,Ryan:RToe,Ryan:RToe,Ryan:RToe,Ryan:RToe,Ryan:RToeTip,Ryan:RToeTip,Ryan:RToeTip,Ryan:BackLeft,Ryan:BackLeft,Ryan:BackLeft,Ryan:BackRight,Ryan:BackRight,Ryan:BackRight,Ryan:BackTop,Ryan:BackTop,Ryan:BackTop,Ryan:Chest,Ryan:Chest,Ryan:Chest,Ryan:HeadFront,Ryan:HeadFront,Ryan:HeadFront,Ryan:HeadSide,Ryan:HeadSide,Ryan:HeadSide,Ryan:HeadTop,Ryan:HeadTop,Ryan:HeadTop,Ryan:LAnkleOut,Ryan:LAnkleOut,Ryan:LAnkleOut,Ryan:LElbowOut,Ryan:LElbowOut,Ryan:LElbowOut,Ryan:LHandOut,Ryan:LHandOut,Ryan:LHandOut,Ryan:LHeel,Ryan:LHeel,Ryan:LHeel,Ryan:LKneeOut,Ryan:LKneeOut,Ryan:LKneeOut,Ryan:LShin,Ryan:LShin,Ryan:LShin,Ryan:LShoulderBack,Ryan:LShoulderBack,Ryan:LShoulderBack,Ryan:LShoulderTop,Ryan:LShoulderTop,Ryan:LShoulderTop,Ryan:LThigh,Ryan:LThigh,Ryan:LThigh,Ryan:LToeIn,Ryan:LToeIn,Ryan:LToeIn,Ryan:LToeOut,Ryan:LToeOut,Ryan:LToeOut,Ryan:LToeTip,Ryan:LToeTip,Ryan:LToeTip,Ryan:LUArmHigh,Ryan:LUArmHigh,Ryan:LUArmHigh,Ryan:LWristIn,Ryan:LWristIn,Ryan:LWristIn,Ryan:LWristOut,Ryan:LWristOut,Ryan:LWristOut,Ryan:RAnkleOut,Ryan:RAnkleOut,Ryan:RAnkleOut,Ryan:RElbowOut,Ryan:RElbowOut,Ryan:RElbowOut,Ryan:RHandOut,Ryan:RHandOut,Ryan:RHandOut,Ryan:RHeel,Ryan:RHeel,Ryan:RHeel,Ryan:RKneeOut,Ryan:RKneeOut,Ryan:RKneeOut,Ryan:RShin,Ryan:RShin,Ryan:RShin,Ryan:RShoulderBack,Ryan:RShoulderBack,Ryan:RShoulderBack,Ryan:RShoulderTop,Ryan:RShoulderTop,Ryan:RShoulderTop,Ryan:RThigh,Ryan:RThigh,Ryan:RThigh,Ryan:RToeIn,Ryan:RToeIn,Ryan:RToeIn,Ryan:RToeOut,Ryan:RToeOut,Ryan:RToeOut,Ryan:RToeTip,Ryan:RToeTip,Ryan:RToeTip,Ryan:RUArmHigh,Ryan:RUArmHigh,Ryan:RUArmHigh,Ryan:RWristIn,Ryan:RWristIn,Ryan:RWristIn,Ryan:RWristOut,Ryan:RWristOut,Ryan:RWristOut,Unlabeled 24712,Unlabeled 24712,Unlabeled 24712,Unlabeled 24713,Unlabeled 24713,Unlabeled 24713,Unlabeled 24714,Unlabeled 24714,Unlabeled 24714,Unlabeled 24715,Unlabeled 24715,Unlabeled 24715,Unlabeled 24716,Unlabeled 24716,Unlabeled 24716,Unlabeled 24717,Unlabeled 24717,Unlabeled 24717,Unlabeled 24718,Unlabeled 24718,Unlabeled 24718,Unlabeled 24721,Unlabeled 24721,Unlabeled 24721,Unlabeled 24727,Unlabeled 24727,Unlabeled 24727,Unlabeled 24728,Unlabeled 24728,Unlabeled 24728,Unlabeled 24729,Unlabeled 24729,Unlabeled 24729,Unlabeled 24730,Unlabeled 24730,Unlabeled 24730,Unlabeled 24731,Unlabeled 24731,Unlabeled 24731,Unlabeled 24736,Unlabeled 24736,Unlabeled 24736,Unlabeled 24744,Unlabeled 24744,Unlabeled 24744,Unlabeled 24746,Unlabeled 24746,Unlabeled 24746,Unlabeled 24749,Unlabeled 24749,Unlabeled 24749,Unlabeled 24751,Unlabeled 24751,Unlabeled 24751,Unlabeled 24756,Unlabeled 24756,Unlabeled 24756,Ryan:WaistLBack,Ryan:WaistLBack,Ryan:WaistLBack,Ryan:WaistLFront,Ryan:WaistLFront,Ryan:WaistLFront,Ryan:WaistRBack,Ryan:WaistRBack,Ryan:WaistRBack,Ryan:WaistRFront,Ryan:WaistRFront,Ryan:WaistRFront
,,"1","1","1","1","1","1","1","5","5","5","6","6","6","7","7","7","8","8","8","2","2","2","2","2","2","2","3","3","3","3","3","3","3","9","9","9","C","C","C","A","A","A","B","B","B","4","4","4","4","4","4","4","5","5","5","5","5","5","5","D","D","D","E","E","E","F","F","F","6","6","6","6","6","6","6","11","11","11","10","10","10","7","7","7","7","7","7","7","12","12","12","13","13","13","8","8","8","8","8","8","8","9","9","9","9","9","9","9","14","14","14","15","15","15","16","16","16","A","A","A","A","A","A","A","18","18","18","17","17","17","B","B","B","B","B","B","B","19","19","19","1A","1A","1A","C","C","C","C","C","C","C","D","D","D","D","D","D","D","1B","1B","1B","1C","1C","1C","1D","1D","1D","E","E","E","E","E","E","E","1F","1F","1F","1E","1E","1E","F","F","F","F","F","F","F","21","21","21","20","20","20","10","10","10","10","10","10","10","23","23","23","22","22","22","24","24","24","12","12","12","12","12","12","12","27","27","27","26","26","26","13","13","13","13","13","13","13","29","29","29","28","28","28","14","14","14","14","14","14","14","2B","2B","2B","2A","2A","2A","2C","2C","2C","11","11","11","11","11","11","11","25","25","25","15","15","15","15","15","15","15","2D","2D","2D","FB180","FB180","FB180","FB1D0","FB1D0","FB1D0","FB1B0","FB1B0","FB1B0","B649AC9D7C311E8BB62036DF2F49783","B649AC9D7C311E8BB62036DF2F49783","B649AC9D7C311E8BB62036DF2F49783","B649AD2D7C311E8BB62036DF2F49783","B649AD2D7C311E8BB62036DF2F49783","B649AD2D7C311E8BB62036DF2F49783","FADE0","FADE0","FADE0","B649AD1D7C311E8BB62036DF2F49783","B649AD1D7C311E8BB62036DF2F49783","B649AD1D7C311E8BB62036DF2F49783","FB0E0","FB0E0","FB0E0","FAFF0","FAFF0","FAFF0","FB080","FB080","FB080","FB130","FB130","FB130","FB0F0","FB0F0","FB0F0","FB0D0","FB0D0","FB0D0","FB160","FB160","FB160","FB110","FB110","FB110","FB0C0","FB0C0","FB0C0","FB0B0","FB0B0","FB0B0","FB0A0","FB0A0","FB0A0","FB090","FB090","FB090","FB100","FB100","FB100","FAF10","FAF10","FAF10","FB010","FB010","FB010","B649ACBD7C311E8BB62036DF2F49783","B649ACBD7C311E8BB62036DF2F49783","B649ACBD7C311E8BB62036DF2F49783","B649AD5D7C311E8BB62036DF2F49783","B649AD5D7C311E8BB62036DF2F49783","B649AD5D7C311E8BB62036DF2F49783","FAF30","FAF30","FAF30","B649ACED7C311E8BB62036DF2F49783","B649ACED7C311E8BB62036DF2F49783","B649ACED7C311E8BB62036DF2F49783","FB1A0","FB1A0","FB1A0","FB220","FB220","FB220","FB240","FB240","FB240","B649AD6D7C311E8BB62036DF2F49783","B649AD6D7C311E8BB62036DF2F49783","B649AD6D7C311E8BB62036DF2F49783","B649ACAD7C311E8BB62036DF2F49783","B649ACAD7C311E8BB62036DF2F49783","B649ACAD7C311E8BB62036DF2F49783","B649ACDD7C311E8BB62036DF2F49783","B649ACDD7C311E8BB62036DF2F49783","B649ACDD7C311E8BB62036DF2F49783","B649AD0D7C311E8BB62036DF2F49783","B649AD0D7C311E8BB62036DF2F49783","B649AD0D7C311E8BB62036DF2F49783","B649ACFD7C311E8BB62036DF2F49783","B649ACFD7C311E8BB62036DF2F49783","B649ACFD7C311E8BB62036DF2F49783","FAED0","FAED0","FAED0","B649AD4D7C311E8BB62036DF2F49783","B649AD4D7C311E8BB62036DF2F49783","B649AD4D7C311E8BB62036DF2F49783","B649AD3D7C311E8BB62036DF2F49783","B649AD3D7C311E8BB62036DF2F49783","B649AD3D7C311E8BB62036DF2F49783","FB140","FB140","FB140","FB150","FB150","FB150","FB170","FB170","FB170","FB190","FB190","FB190","FB1F0","FB1F0","FB1F0","FAF20","FAF20","FAF20","FB070","FB070","FB070","FB060","FB060","FB060","FAEB0","FAEB0","FAEB0","FAE20","FAE20","FAE20","FB250","FB250","FB250","FB270","FB270","FB270","FB050","FB050","FB050","FAE50","FAE50","FAE50","FB280","FB280","FB280","FB290","FB290","FB290","FB340","FB340","FB340","FB3B0","FB3B0","FB3B0","FB470","FB470","FB470","FB040","FB040","FB040","FB120","FB120","FB120","FB1C0","FB1C0","FB1C0","00","00","00"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
